Date,CustomerID,Country,Item,Category,UnitsSold,ItemPrice,ItemCost,Discount
2025-08-25 19:47:39.604073,CUST0460,India,AMD Ryzen 7 5800X,CPU,5,312.57,211.96,0.15
2025-04-18 19:47:39.604073,CUST0411,Brazil,ASUS TUF Gaming 32 Monitor,Monitor,6,410.13,269.05,0.15
2024-05-05 19:47:39.604073,CUST0445,France,HyperX Cloud II,Headset,8,89.54,52.89,0.05
2025-06-26 19:47:39.604073,CUST0019,USA,ASUS TUF Gaming 32 Monitor,Monitor,4,378.82,279.32,0.05
2024-08-27 19:47:39.604073,CUST0159,Brazil,EVGA SuperNOVA 750 G6 PSU,Power Supply,9,97.87,78.38,0.05
2024-09-29 19:47:39.604073,CUST0406,Australia,MSI B550 Tomahawk,Motherboard,1,162.34,97.62,0.2
2024-04-19 19:47:39.604073,CUST0416,India,Logitech G915 Keyboard,Keyboard,4,220.05,188.43,0.05
2024-10-07 19:47:39.604073,CUST0361,,NVIDIA RTX 4070 Ti,GPU,3,722.38,397.86,0.2
2024-08-12 19:47:39.604073,CUST0402,Germany,EVGA SuperNOVA 750 G6 PSU,Power Supply,9,89.87,74.79,0.0
2024-12-08 19:47:39.604073,CUST0444,Canada,Samsung 970 EVO 1TB SSD,Storage,2,106.73,57.87,0.2
2024-07-06 19:47:39.604073,CUST0165,France ,ASUS TUF Gaming 32 Monitor,Monitor,4,292.9,180.02,0.1
2025-01-23 19:47:39.604073,CUST0192,Germany,Seagate Barracuda 4TB HDD,Storage,9,107.53,72.4,0.15
2024-11-08 19:47:39.604073,CUST0118,Australia,HyperX Cloud II,Headset,3,91.9,78.14,0.15
2024-05-31 19:47:39.604073,CUST0237,Germany,Dell Ultrasharp 27 Monitor,Monitor,6,466.23,381.83,0.0
2024-08-12 19:47:39.604073,CUST0011,,AMD Radeon RX 7900 XT,GPU,3,934.95,729.76,0.05
2025-06-19 19:47:39.604073,CUST0103,UK,AMD Ryzen 7 5800X,CPU,3,324.21,250.08,0.0
2025-03-21 19:47:39.604073,CUST0213,UK,ASUS ROG Strix Z690-F,Motherboard,6,??,309.05,0.2
2024-07-01 19:47:39.604073,CUST0310,India,HyperX Cloud II,Headset,4,106.33,76.2,0.0
2024-07-28 19:47:39.604073,CUST0284,Australia,,RAM,6,162.94,130.25,0.1
2023-09-12 19:47:39.604073,CUST0056,USA,Intel Core i9-13900K,CPU,2,484.31,408.83,0.2
2024-02-01 19:47:39.604073,CUST0415,Canada,EVGA SuperNOVA 750 G6 PSU,Power Supply,1,125.41,105.14,0.0
2024-10-21 19:47:39.604073,CUST0077,India,Dell Ultrasharp 27 Monitor,Monitor,9,514.91,353.97,0.05
2025-02-22 19:47:39.604073,CUST0310,USA,NVIDIA RTX 4080,GPU,6,1134.42,746.97,0.2
2025-03-25 19:47:39.604073,CUST0285,India,Razer Huntsman Elite,Keyboard,3,207.13,123.88,0.05
2024-12-07 19:47:39.604073,CUST0199,Australia,SteelSeries Arctis 7,Headset,8,145.33,119.92,0.1
2023-12-19 19:47:39.604073,CUST0470,Brazil,AMD Radeon RX 7900 XT,GPU,9,901.48,660.42,0.1
2025-01-31 19:47:39.604073,CUST0242,Brazil,,Keyboard,3,209.17,176.29,0.1
2023-10-07 19:47:39.604073,CUST0265,Australia,MSI B550 Tomahawk,Motherboard,9,155.46,109.36,0.1
2025-08-16 19:47:39.604073,CUST0402,India,AMD Ryzen 7 5800X,CPU,2,395.73,342.82,0.15
2024-10-19 19:47:39.604073,CUST0341,UK,Dell Ultrasharp 27 Monitor,Monitor,7,471.86,332.67,0.05
2023-11-23 19:47:39.604073,CUST0087,UK,WD Black SN850 2TB SSD,Storage,9,188.93,166.93,0.0
2025-04-19 19:47:39.604073,CUST0494,Brazil,Corsair RM850x PSU,Power Supply,5,138.77,79.12,0.15
2025-03-25 19:47:39.604073,CUST0098,Brazil,Logitech G915 Keyboard,Keyboard,4,248.81,125.01,0.05
2025-04-19 19:47:39.604073,CUST0050,Germany,NVIDIA RTX 4080,GPU,8,1236.25,792.02,0.05
2024-01-26 19:47:39.604073,CUST0336,Germany,ASUS TUF Gaming 32 Monitor,Monitor,6,287.7,221.65,0.15
2023-12-27 19:47:39.604073,CUST0012,Germany,AMD Ryzen 7 5800X,CPU,8,333.38,285.81,0.2
2024-02-01 19:47:39.604073,CUST0032,India,Razer DeathAdder V2,Mouse,2,69.37,58.56,0.15
2023-09-09 19:47:39.604073,CUST0169,UK ,Intel Core i9-13900K,CPU,7,669.65,525.25,0.05
2023-11-17 19:47:39.604073,CUST0417,Germany,Corsair RM850x PSU,Power Supply,9,146.01,105.54,0.15
2025-06-10 19:47:39.604073,CUST0337,USA,AMD Radeon RX 7900 XT,GPU,3,1016.49,731.88,0.1
2024-02-18 19:47:39.604073,CUST0476,Australia,AMD Radeon RX 7900 XT,GPU,1,736.91,556.68,0.1
2024-05-29 19:47:39.604073,CUST0208,UK,NVIDIA RTX 4080,GPU,7,1210.53,911.66,0.1
2025-05-17 19:47:39.604073,CUST0480,Australia,ASUS ROG Strix Z690-F,Motherboard,8,454.03,387.71,0.1
2025-07-07 19:47:39.604073,CUST0417,Australia,ASUS ROG Strix Z690-F,Motherboard,6,469.53,250.78,0.1
2025-02-28 19:47:39.604073,CUST0007,Germany,MSI B550 Tomahawk,Motherboard,2,199.6,168.91,0.05
2025-08-18 19:47:39.604073,CUST0190,Germany,NVIDIA RTX 4080,GPU,6,1072.9,847.83,0.05
2023-09-10 19:47:39.604073,CUST0428,UK,Logitech G Pro Superlight,Mouse,4,121.43,74.98,0.05
2024-04-21 19:47:39.604073,CUST0282,India,ASUS ROG Strix Z690-F,Motherboard,1,473.92,407.98,0.1
2025-07-11 19:47:39.604073,CUST0351,India,Corsair Vengeance 16GB DDR4,RAM,8,87.79,47.01,0.0
2023-12-22 19:47:39.604073,CUST0134,India,SteelSeries Arctis 7,Headset,ten,120.01,106.02,0.0
2024-12-01 19:47:39.604073,CUST0183,USA,Corsair Vengeance 16GB DDR4,RAM,9,70.25,56.73,0.2
2024-01-04 19:47:39.604073,CUST0435,France,ASUS ROG Strix Z690-F,Motherboard,3,422.6,305.59,0.1
2024-05-29 19:47:39.604073,CUST0472,,Corsair RM850x PSU,Power Supply,7,119.75,78.38,0.05
2025-07-19 19:47:39.604073,CUST0144,USA,Logitech G915 Keyboard,Keyboard,8,200.32,125.48,0.0
2024-04-17 19:47:39.604073,CUST0097,India,,Motherboard,6,381.85,340.51,0.1
2025-07-17 19:47:39.604073,CUST0420,Brazil,Seagate Barracuda 4TB HDD,Storage,6,108.34,72.46,0.05
2024-04-11 19:47:39.604073,CUST0307,India,Razer Huntsman Elite,Keyboard,6,216.72,145.63,0.2
2024-03-12 19:47:39.604073,CUST0163,India,AMD Ryzen 7 5800X,CPU,7,??,215.64,0.15
2024-01-24 19:47:39.604073,CUST0243,India,Seagate Barracuda 4TB HDD,Storage,9,94.18,56.12,0.15
2024-08-01 19:47:39.604073,CUST0148,Canada,SteelSeries Arctis 7,Headset,2,160.12,133.58,0.15
2024-03-05 19:47:39.604073,CUST0027,UK,Seagate Barracuda 4TB HDD,Storage,3,90.89,78.36,0.1
2025-05-07 19:47:39.604073,CUST0368,Australia,WD Black SN850 2TB SSD,Storage,2,215.1,128.16,0.0
2023-08-28 19:47:39.604073,CUST0336,France,Samsung 970 EVO 1TB SSD,Storage,5,100.97,53.52,0.2
2025-01-05 19:47:39.604073,CUST0340,UK,AMD Radeon RX 7900 XT,GPU,1,818.6,470.7,0.0
2025-07-13 19:47:39.604073,CUST0019,Canada,AMD Ryzen 7 5800X,CPU,5,295.25,159.8,0.0
2024-06-03 19:47:39.604073,CUST0499,UK,Logitech G915 Keyboard,Keyboard,1,232.71,193.66,0.1
2024-05-18 19:47:39.604073,CUST0476,Brazil,NVIDIA RTX 4080,GPU,2,1276.67,848.13,0.15
2024-12-10 19:47:39.604073,CUST0314,Brazil,MSI B550 Tomahawk,Motherboard,7,184.26,145.4,0.2
2023-11-10 19:47:39.604073,CUST0227,France,Logitech G Pro Superlight,Mouse,2,176.13,139.45,0.0
2024-11-17 19:47:39.604073,CUST0320,France,Logitech G Pro Superlight,Mouse,8,160.95,131.83,0.0
2025-02-27 19:47:39.604073,CUST0269,Canada,EVGA SuperNOVA 750 G6 PSU,Power Supply,1,119.64,93.09,0.0
2024-02-21 19:47:39.604073,CUST0382,Germany,AMD Radeon RX 7900 XT,GPU,1,746.38,552.08,0.2
2024-11-17 19:47:39.604073,CUST0019,Brazil,Logitech G Pro Superlight,Mouse,5,175.91,128.62,0.2
2025-05-29 19:47:39.604073,CUST0395,Germany,ASUS TUF Gaming 32 Monitor,Monitor,4,377.31,246.89,0.15
2023-11-02 19:47:39.604073,CUST0182,Germany,,Monitor,3,364.61,321.08,0.2
2023-11-07 19:47:39.604073,CUST0333,India,NVIDIA RTX 4070 Ti,GPU,7,742.35,390.08,0.0
2024-01-10 19:47:39.604073,CUST0250,Germany,Logitech G915 Keyboard,Keyboard,2,210.67,172.3,0.2
2024-09-13 19:47:39.604073,CUST0466,UK,ASUS ROG Strix Z690-F,Motherboard,3,425.22,281.79,0.2
2024-06-25 19:47:39.604073,CUST0059,Germany,Razer Huntsman Elite,Keyboard,2,210.75,111.46,0.0
2024-08-07 19:47:39.604073,CUST0093,India,NVIDIA RTX 4080,GPU,ten,1275.11,819.2,0.1
2024-06-10 19:47:39.604073,CUST0150,India ,WD Black SN850 2TB SSD,Storage,8,175.36,117.48,0.1
2024-12-13 19:47:39.604073,CUST0291,India,,GPU,2,728.46,457.42,0.05
2025-06-15 19:47:39.604073,CUST0327,Germany ,Corsair Vengeance 16GB DDR4,RAM,2,79.54,54.9,0.15
2025-05-04 19:47:39.604073,CUST0100,Brazil,G.Skill Trident Z 32GB DDR5,RAM,7,208.87,156.77,0.0
2025-05-29 19:47:39.604073,CUST0434,USA,Razer Huntsman Elite,Keyboard,7,216.33,178.59,0.05
2023-12-14 19:47:39.604073,CUST0394,India,G.Skill Trident Z 32GB DDR5,RAM,6,195.67,173.23,0.15
2023-12-04 19:47:39.604073,CUST0474,USA,Razer DeathAdder V2,Mouse,7,53.47,35.32,0.05
2025-07-31 19:47:39.604073,CUST0087,USA,Razer DeathAdder V2,Mouse,2,51.41,26.12,0.05
2024-02-17 19:47:39.604073,CUST0198,USA,Logitech G915 Keyboard,Keyboard,4,263.1,132.18,0.2
2025-01-05 19:47:39.604073,CUST0251,Canada,Samsung 970 EVO 1TB SSD,Storage,3,98.04,53.17,0.0
2024-05-31 19:47:39.604073,CUST0437,UK ,Corsair RM850x PSU,Power Supply,2,127.08,103.76,0.0
2025-02-14 19:47:39.604073,CUST0425,France,SteelSeries Arctis 7,Headset,ten,171.06,148.11,0.15
2024-04-15 19:47:39.604073,CUST0451,Germany,Razer Huntsman Elite,Keyboard,3,181.31,137.83,0.1
2025-01-14 19:47:39.604073,CUST0196,USA,Dell Ultrasharp 27 Monitor,Monitor,8,435.08,307.63,0.1
2024-02-12 19:47:39.604073,CUST0376,Canada,EVGA SuperNOVA 750 G6 PSU,Power Supply,7,124.02,92.06,0.15
2023-08-27 19:47:39.604073,CUST0500,Australia,MSI B550 Tomahawk,Motherboard,7,215.68,122.47,0.2
2024-09-27 19:47:39.604073,CUST0195,Australia,ASUS TUF Gaming 32 Monitor,Monitor,2,300.46,162.81,0.1
2025-01-23 19:47:39.604073,CUST0417,,,GPU,9,1205.56,646.12,0.1
2024-10-29 19:47:39.604073,CUST0431,Canada,Razer DeathAdder V2,Mouse,7,58.16,31.46,0.0
2025-06-13 19:47:39.604073,CUST0137,France,EVGA SuperNOVA 750 G6 PSU,Power Supply,9,97.67,56.47,0.05
2025-05-30 19:47:39.604073,CUST0411,Canada,Intel Core i9-13900K,CPU,6,580.47,396.94,0.15
2023-09-06 19:47:39.604073,CUST0447,Brazil,NVIDIA RTX 4080,GPU,5,1120.78,701.41,0.0
2025-03-31 19:47:39.604073,CUST0436,USA,Logitech G915 Keyboard,Keyboard,5,226.6,150.52,0.1
2025-08-03 19:47:39.604073,CUST0177,UK,MSI B550 Tomahawk,Motherboard,3,209.19,151.73,0.1
2024-02-13 19:47:39.604073,CUST0040,France,,Storage,1,116.77,96.99,0.15
2024-08-28 19:47:39.604073,CUST0318,Brazil ,Logitech G915 Keyboard,Keyboard,3,298.82,260.23,0.05
2025-03-12 19:47:39.604073,CUST0344,Canada,Intel Core i9-13900K,CPU,1,552.05,398.25,0.1
2024-06-20 19:47:39.604073,CUST0296,Brazil,Seagate Barracuda 4TB HDD,Storage,5,101.4,66.2,0.2
2025-02-11 19:47:39.604073,CUST0283,Brazil,Dell Ultrasharp 27 Monitor,Monitor,3,414.66,224.23,0.0
2023-08-28 19:47:39.604073,CUST0230,Brazil,NVIDIA RTX 4070 Ti,GPU,9,689.48,560.76,0.1
2024-12-01 19:47:39.604073,CUST0356,Germany,Intel Core i9-13900K,CPU,3,701.64,420.12,0.2
2025-06-22 19:47:39.604073,CUST0323,Canada,Logitech G915 Keyboard,Keyboard,6,255.65,153.87,0.0
2024-07-26 19:47:39.604073,CUST0005,Germany,G.Skill Trident Z 32GB DDR5,RAM,4,186.85,142.62,0.15
2023-12-08 19:47:39.604073,CUST0264,Brazil,Corsair Vengeance 16GB DDR4,RAM,8,88.51,57.76,0.2
2023-11-20 19:47:39.604073,CUST0255,Canada,Razer Huntsman Elite,Keyboard,1,219.97,174.5,0.05
2025-06-18 19:47:39.604073,CUST0378,Germany,Intel Core i9-13900K,CPU,1,675.1,554.19,0.1
2023-10-18 19:47:39.604073,CUST0453,Australia,Intel Core i9-13900K,CPU,1,505.44,398.17,0.2
2025-02-06 19:47:39.604073,CUST0081,Germany,Seagate Barracuda 4TB HDD,Storage,6,90.84,66.96,0.1
2025-08-17 19:47:39.604073,CUST0004,India,G.Skill Trident Z 32GB DDR5,RAM,8,235.35,210.65,0.1
2024-08-24 19:47:39.604073,CUST0421,USA,Razer Huntsman Elite,Keyboard,5,191.65,141.22,0.05
2025-01-09 19:47:39.604073,CUST0115,Australia,NVIDIA RTX 4070 Ti,GPU,2,775.8,529.45,0.0
2025-03-15 19:47:39.604073,CUST0492,Germany,,Keyboard,9,277.09,192.49,0.0
2024-07-23 19:47:39.604073,CUST0237,UK,Razer Huntsman Elite,Keyboard,5,235.74,194.98,0.05
2023-12-18 19:47:39.604073,CUST0450,India,AMD Radeon RX 7900 XT,GPU,4,758.34,507.06,0.0
2025-06-08 19:47:39.604073,CUST0143,USA,ASUS TUF Gaming 32 Monitor,Monitor,9,385.18,194.54,0.0
2024-10-05 19:47:39.604073,CUST0436,Australia,HyperX Cloud II,Headset,5,103.16,53.08,0.05
2025-06-09 19:47:39.604073,CUST0386,France,G.Skill Trident Z 32GB DDR5,RAM,3,202.92,163.41,0.0
2024-03-04 19:47:39.604073,CUST0049,USA,Razer Huntsman Elite,Keyboard,8,190.17,134.61,0.1
2024-09-05 19:47:39.604073,CUST0485,,NVIDIA RTX 4070 Ti,GPU,1,650.27,377.88,0.05
2024-10-31 19:47:39.604073,CUST0058,India,Razer DeathAdder V2,Mouse,2,65.91,48.15,0.05
2024-12-16 19:47:39.604073,CUST0171,USA,EVGA SuperNOVA 750 G6 PSU,Power Supply,9,114.94,85.93,0.2
2024-09-14 19:47:39.604073,CUST0193,Australia,Intel Core i9-13900K,CPU,1,599.0,521.76,0.15
2024-04-03 19:47:39.604073,CUST0207,UK,ASUS TUF Gaming 32 Monitor,Monitor,6,287.98,201.52,0.2
2024-11-19 19:47:39.604073,CUST0136,France,Intel Core i9-13900K,CPU,6,490.57,288.55,0.0
2025-08-09 19:47:39.604073,CUST0138,Germany,Corsair RM850x PSU,Power Supply,5,146.08,111.55,0.05
2024-04-03 19:47:39.604073,CUST0162,,SteelSeries Arctis 7,Headset,2,164.54,110.37,0.0
2024-09-25 19:47:39.604073,CUST0303,France,Intel Core i9-13900K,CPU,8,672.79,423.39,0.05
2025-05-24 19:47:39.604073,CUST0050,Germany,G.Skill Trident Z 32GB DDR5,RAM,6,175.62,101.63,0.1
2024-09-18 19:47:39.604073,CUST0411,Germany,ASUS TUF Gaming 32 Monitor,Monitor,2,359.99,295.84,0.15
2025-08-06 19:47:39.604073,CUST0355,France,ASUS TUF Gaming 32 Monitor,Monitor,4,356.34,320.58,0.0
2025-06-30 19:47:39.604073,CUST0087,Australia,Dell Ultrasharp 27 Monitor,Monitor,9,479.65,258.14,0.15
2024-12-05 19:47:39.604073,CUST0072,Canada,NVIDIA RTX 4080,GPU,3,1081.56,845.5,0.2
2024-04-03 19:47:39.604073,CUST0476,Australia,EVGA SuperNOVA 750 G6 PSU,Power Supply,4,106.13,54.07,0.05
2023-10-30 19:47:39.604073,CUST0382,India,G.Skill Trident Z 32GB DDR5,RAM,8,214.45,161.72,0.15
2024-09-22 19:47:39.604073,CUST0278,USA,,Power Supply,5,90.68,76.08,0.0
2023-10-25 19:47:39.604073,CUST0432,Germany,HyperX Cloud II,Headset,9,117.29,84.89,0.15
2024-07-06 19:47:39.604073,CUST0348,France,Logitech G Pro Superlight,Mouse,2,163.7,101.59,0.05
2024-09-06 19:47:39.604073,CUST0238,Brazil,EVGA SuperNOVA 750 G6 PSU,Power Supply,1,100.26,65.91,0.15
2025-01-26 19:47:39.604073,CUST0396,India,MSI B550 Tomahawk,Motherboard,2,157.17,124.26,0.2
2025-01-05 19:47:39.604073,CUST0319,Canada,ASUS TUF Gaming 32 Monitor,Monitor,4,400.74,205.23,0.0
2024-04-30 19:47:39.604073,CUST0387,India,HyperX Cloud II,Headset,8,81.82,45.57,0.2
2024-08-16 19:47:39.604073,CUST0396,Brazil,MSI B550 Tomahawk,Motherboard,6,166.31,93.9,0.15
2025-04-30 19:47:39.604073,CUST0328,None ,Samsung 970 EVO 1TB SSD,Storage,6,81.41,48.54,0.05
2023-11-28 19:47:39.604073,CUST0435,Germany,HyperX Cloud II,Headset,8,92.83,54.95,0.1
2023-12-09 19:47:39.604073,CUST0361,Germany,Corsair Vengeance 16GB DDR4,RAM,4,87.43,75.2,0.2
2024-07-09 19:47:39.604073,CUST0421,Canada,Intel Core i9-13900K,CPU,9,551.78,436.62,0.0
2025-04-15 19:47:39.604073,CUST0007,Canada,Razer Huntsman Elite,Keyboard,8,206.29,184.34,0.1
2025-07-10 19:47:39.604073,CUST0055,Germany,Corsair RM850x PSU,Power Supply,3,116.61,64.49,0.1
2024-11-28 19:47:39.604073,CUST0398,UK ,AMD Ryzen 7 5800X,CPU,3,336.9,205.21,0.0
2024-12-27 19:47:39.604073,CUST0026,France,WD Black SN850 2TB SSD,Storage,4,205.21,165.99,0.2
2025-05-27 19:47:39.604073,CUST0310,Australia,WD Black SN850 2TB SSD,Storage,3,172.34,111.08,0.05
2024-05-14 19:47:39.604073,CUST0221,USA,WD Black SN850 2TB SSD,Storage,7,231.11,162.58,0.1
2024-04-21 19:47:39.604073,CUST0330,Germany,Razer DeathAdder V2,Mouse,9,66.1,41.93,0.05
2025-04-29 19:47:39.604073,CUST0447,Germany,EVGA SuperNOVA 750 G6 PSU,Power Supply,8,110.27,55.53,0.1
2024-07-28 19:47:39.604073,CUST0114,Brazil,AMD Radeon RX 7900 XT,GPU,4,1008.79,532.97,0.1
2025-01-13 19:47:39.604073,CUST0090,Australia,AMD Radeon RX 7900 XT,GPU,8,897.73,610.41,0.05
2024-08-11 19:47:39.604073,CUST0125,Germany,MSI B550 Tomahawk,Motherboard,2,205.46,179.31,0.0
2023-12-11 19:47:39.604073,CUST0036,Brazil,Razer Huntsman Elite,Keyboard,6,194.07,142.35,0.2
2024-12-01 19:47:39.604073,CUST0199,UK,Corsair RM850x PSU,Power Supply,8,123.9,74.4,0.2
2025-03-29 19:47:39.604073,CUST0377,Canada,Dell Ultrasharp 27 Monitor,Monitor,7,451.62,391.82,0.2
2025-03-04 19:47:39.604073,CUST0081,Brazil ,G.Skill Trident Z 32GB DDR5,RAM,8,222.77,153.04,0.2
2024-07-10 19:47:39.604073,CUST0284,Australia,Logitech G Pro Superlight,Mouse,1,165.66,104.82,0.0
2024-04-20 19:47:39.604073,CUST0009,,G.Skill Trident Z 32GB DDR5,RAM,1,220.95,119.89,0.2
2024-02-19 19:47:39.604073,CUST0107,USA,AMD Radeon RX 7900 XT,GPU,8,896.55,662.39,0.0
2024-05-07 19:47:39.604073,CUST0495,France,Razer Huntsman Elite,Keyboard,6,176.16,96.11,0.2
2024-07-26 19:47:39.604073,CUST0142,France,G.Skill Trident Z 32GB DDR5,RAM,2,166.3,149.1,0.0
2024-10-12 19:47:39.604073,CUST0294,Brazil,EVGA SuperNOVA 750 G6 PSU,Power Supply,5,111.12,83.13,0.1
2024-07-24 19:47:39.604073,CUST0216,Canada,Razer DeathAdder V2,Mouse,6,58.11,35.34,0.2
2025-08-04 19:47:39.604073,CUST0398,Canada,AMD Ryzen 7 5800X,CPU,9,340.63,197.66,0.15
2024-07-09 19:47:39.604073,CUST0227,Germany,G.Skill Trident Z 32GB DDR5,RAM,8,228.7,153.25,0.1
2024-11-18 19:47:39.604073,CUST0293,UK,,Monitor,3,307.13,154.6,0.1
2024-12-30 19:47:39.604073,CUST0411,Brazil,EVGA SuperNOVA 750 G6 PSU,Power Supply,3,114.26,70.11,0.05
2025-05-02 19:47:39.604073,CUST0098,India,Samsung 970 EVO 1TB SSD,Storage,7,74.69,42.65,0.05
2023-09-06 19:47:39.604073,CUST0216,France,Razer DeathAdder V2,Mouse,6,61.37,31.44,0.2
2024-06-24 19:47:39.604073,CUST0048,Canada,AMD Ryzen 7 5800X,CPU,7,311.35,226.0,0.1
2024-12-10 19:47:39.604073,CUST0277,Brazil,ASUS TUF Gaming 32 Monitor,Monitor,2,307.6,232.38,0.0
2023-09-19 19:47:39.604073,CUST0193,Germany,Dell Ultrasharp 27 Monitor,Monitor,8,478.65,417.21,0.0
2024-12-23 19:47:39.604073,CUST0168,Canada,NVIDIA RTX 4070 Ti,GPU,1,784.26,702.39,0.15
2025-03-20 19:47:39.604073,CUST0418,Germany,G.Skill Trident Z 32GB DDR5,RAM,9,??,85.83,0.2
2025-01-17 19:47:39.604073,CUST0213,USA,,RAM,2,67.83,45.33,0.2
2024-12-23 19:47:39.604073,CUST0048,UK,EVGA SuperNOVA 750 G6 PSU,Power Supply,9,130.57,87.14,0.2
2024-12-24 19:47:39.604073,CUST0256,UK,Corsair Vengeance 16GB DDR4,RAM,7,82.73,63.4,0.05
2024-03-21 19:47:39.604073,CUST0441,USA,Razer Huntsman Elite,Keyboard,9,212.76,132.72,0.15
2024-02-18 19:47:39.604073,CUST0180,USA,Dell Ultrasharp 27 Monitor,Monitor,8,513.5,387.4,0.05
2024-03-09 19:47:39.604073,CUST0334,France,EVGA SuperNOVA 750 G6 PSU,Power Supply,5,110.48,62.67,0.15
2025-05-27 19:47:39.604073,CUST0078,Canada,Logitech G915 Keyboard,Keyboard,8,231.47,197.18,0.0
2024-07-20 19:47:39.604073,CUST0024,USA,MSI B550 Tomahawk,Motherboard,5,181.24,92.28,0.1
2024-09-15 19:47:39.604073,CUST0404,UK,Logitech G Pro Superlight,Mouse,6,166.01,145.75,0.05
2025-07-07 19:47:39.604073,CUST0394,France,Dell Ultrasharp 27 Monitor,Monitor,5,530.47,331.3,0.05
2025-04-19 19:47:39.604073,CUST0305,Canada,HyperX Cloud II,Headset,1,88.75,60.34,0.0
2023-09-27 19:47:39.604073,CUST0156,France,Logitech G915 Keyboard,Keyboard,5,294.58,205.12,0.05
2023-12-21 19:47:39.604073,CUST0406,Australia,Corsair Vengeance 16GB DDR4,RAM,3,86.97,75.26,0.1
2023-11-04 19:47:39.604073,CUST0491,UK,Razer Huntsman Elite,Keyboard,ten,229.65,198.58,0.2
2024-05-27 19:47:39.604073,CUST0331,France,AMD Radeon RX 7900 XT,GPU,5,781.36,419.39,0.1
2024-06-10 19:47:39.604073,CUST0492,Germany,Seagate Barracuda 4TB HDD,Storage,8,99.56,62.31,0.15
2025-08-26 19:47:39.604073,CUST0333,India,Dell Ultrasharp 27 Monitor,Monitor,3,362.4,221.89,0.1
2024-04-24 19:47:39.604073,CUST0067,USA,ASUS ROG Strix Z690-F,Motherboard,9,387.45,239.48,0.0
2025-06-07 19:47:39.604073,CUST0217,Canada,EVGA SuperNOVA 750 G6 PSU,Power Supply,9,117.34,87.12,0.05
2024-04-30 19:47:39.604073,CUST0066,Brazil,Razer Huntsman Elite,Keyboard,3,195.55,172.71,0.05
2025-02-26 19:47:39.604073,CUST0108,Brazil,Corsair RM850x PSU,Power Supply,8,113.59,94.4,0.1
2024-02-27 19:47:39.604073,CUST0304,USA,Logitech G915 Keyboard,Keyboard,8,225.92,183.09,0.2
2025-05-14 19:47:39.604073,CUST0306,Brazil,ASUS ROG Strix Z690-F,Motherboard,2,421.19,317.57,0.0
2024-09-27 19:47:39.604073,CUST0496,UK,SteelSeries Arctis 7,Headset,9,170.71,97.89,0.0
2024-12-20 19:47:39.604073,CUST0272,Canada,Samsung 970 EVO 1TB SSD,Storage,1,79.15,45.14,0.1
2024-04-08 19:47:39.604073,CUST0304,Brazil,SteelSeries Arctis 7,Headset,3,170.25,88.68,0.1
2024-04-21 19:47:39.604073,CUST0276,UK,AMD Ryzen 7 5800X,CPU,1,280.62,181.99,0.2
2024-12-22 19:47:39.604073,CUST0314,India,EVGA SuperNOVA 750 G6 PSU,Power Supply,3,128.59,115.07,0.2
2024-11-03 19:47:39.604073,CUST0120,USA,NVIDIA RTX 4070 Ti,GPU,8,673.25,508.24,0.05
2024-09-10 19:47:39.604073,CUST0126,India,SteelSeries Arctis 7,Headset,2,131.71,77.43,0.0
2023-10-23 19:47:39.604073,CUST0341,,Dell Ultrasharp 27 Monitor,Monitor,6,387.95,325.02,0.15
2024-09-10 19:47:39.604073,CUST0033,UK,NVIDIA RTX 4080,GPU,3,1041.2,853.89,0.2
2025-03-03 19:47:39.604073,CUST0324,Germany,NVIDIA RTX 4070 Ti,GPU,8,714.5,564.69,0.05
2024-01-09 19:47:39.604073,CUST0193,USA,Logitech G915 Keyboard,Keyboard,9,216.39,125.73,0.1
2025-05-09 19:47:39.604073,CUST0308,Brazil,MSI B550 Tomahawk,Motherboard,6,??,79.18,0.05
2023-09-11 19:47:39.604073,CUST0249,France,AMD Ryzen 7 5800X,CPU,3,352.08,217.62,0.15
2025-01-04 19:47:39.604073,CUST0493,UK,HyperX Cloud II,Headset,1,100.53,52.54,0.2
2025-06-20 19:47:39.604073,CUST0202,Brazil,NVIDIA RTX 4080,GPU,5,1181.07,769.68,0.05
2025-03-17 19:47:39.604073,CUST0011,USA,AMD Radeon RX 7900 XT,GPU,5,772.45,537.79,0.0
2024-04-01 19:47:39.604073,CUST0112,Brazil,,Keyboard,4,181.72,127.61,0.1
2023-12-29 19:47:39.604073,CUST0160,France,NVIDIA RTX 4080,GPU,6,1255.41,1080.6,0.0
2025-05-05 19:47:39.604073,CUST0402,Germany,Corsair RM850x PSU,Power Supply,1,129.15,96.22,0.2
2025-01-17 19:47:39.604073,CUST0336,Canada,EVGA SuperNOVA 750 G6 PSU,Power Supply,2,117.19,81.98,0.15
2024-02-07 19:47:39.604073,CUST0241,Australia,Razer DeathAdder V2,Mouse,1,48.21,27.22,0.1
2024-06-07 19:47:39.604073,CUST0068,Brazil,,GPU,5,1274.78,971.65,0.1
2024-02-22 19:47:39.604073,CUST0090,France,ASUS ROG Strix Z690-F,Motherboard,2,363.92,280.15,0.15
2025-04-30 19:47:39.604073,CUST0250,Germany,NVIDIA RTX 4070 Ti,GPU,9,949.31,588.47,0.15
2025-07-23 19:47:39.604073,CUST0316,USA,Razer DeathAdder V2,Mouse,4,62.37,51.09,0.2
