Date,Customer ID,Country,Product,Product Category,Units Sold,Product Price,Product Cost,Discount,Sale ID,Month,Year,Discount Revenue,Total Cost,Profit,Customer Type
8/28/2023,CUST0230,USA,NVIDIA RTX 4070 Ti,GPU,9,689.48,560.76,0.1,507,August,2023,5584.788,5046.84,537.948,Business
10/23/2023,CUST0341,Canada,Dell Ultrasharp 27 Monitor,Monitor,6,387.95,325.02,0.15,508,October,2023,1978.545,1950.12,28.425,Individual
1/29/2024,CUST0171,USA,AMD Ryzen 7 5800X,CPU,1,301.02,204.73,0.15,509,January,2024,255.867,204.73,51.137,Reseller
9/10/2024,CUST0033,Brazil,NVIDIA RTX 4080,GPU,3,1041.2,853.89,0.2,510,September,2024,2498.88,2561.67,-62.79,Business
12/1/2024,CUST0356,Brazil,Intel Core i9-13900K,CPU,3,701.64,420.12,0.2,511,December,2024,1683.936,1260.36,423.576,Business
1/19/2025,CUST0355,Australia,Razer Huntsman Elite,Keyboard,4,198.69,176.88,0.1,512,January,2025,715.284,707.52,7.764,Reseller
3/3/2025,CUST0324,Canada,NVIDIA RTX 4070 Ti,GPU,8,714.5,564.69,0.05,513,March,2025,5430.2,4517.52,912.68,Individual
6/22/2025,CUST0323,Australia,Logitech G915 Keyboard,Keyboard,6,255.65,153.87,0,514,June,2025,1533.9,923.22,610.68,Reseller
8/18/2024,CUST0017,Canada,Seagate Barracuda 4TB HDD,Storage,3,95.94,58.76,0.05,515,August,2024,273.429,176.28,97.149,Business
7/26/2024,CUST0005,Brazil,G.Skill Trident Z 32GB DDR5,RAM,4,186.85,142.62,0.15,516,July,2024,635.29,570.48,64.81,Reseller
3/31/2024,CUST0310,Australia,WD Black SN850 2TB SSD,Storage,8,175.59,137.57,0.1,517,March,2024,1264.248,1100.56,163.688,Reseller
7/24/2025,CUST0433,USA,HyperX Cloud II,Headset,6,92.63,64.76,0.05,518,July,2025,527.991,388.56,139.431,Business
12/8/2023,CUST0264,Germany,Corsair Vengeance 16GB DDR4,RAM,8,88.51,57.76,0.2,519,December,2023,566.464,462.08,104.384,Business
1/9/2024,CUST0193,Brazil,Logitech G915 Keyboard,Keyboard,9,216.39,125.73,0.1,520,January,2024,1752.759,1131.57,621.189,Reseller
8/21/2024,CUST0163,UK,WD Black SN850 2TB SSD,Storage,1,177.87,96.98,0,521,August,2024,177.87,96.98,80.89,Business
11/20/2023,CUST0255,USA,Razer Huntsman Elite,Keyboard,1,219.97,174.5,0.05,522,November,2023,208.9715,174.5,34.4715,Business
5/9/2025,CUST0308,UK,MSI B550 Tomahawk,Motherboard,6,116.66,79.18,0.05,523,May,2025,664.962,475.08,189.882,Reseller
6/18/2025,CUST0378,Australia,Intel Core i9-13900K,CPU,1,675.1,554.19,0.1,524,June,2025,607.59,554.19,53.4,Business
9/11/2023,CUST0249,UK,AMD Ryzen 7 5800X,CPU,3,352.08,217.62,0.15,525,September,2023,897.804,652.86,244.944,Reseller
10/18/2023,CUST0453,Canada,Intel Core i9-13900K,CPU,1,505.44,398.17,0.2,526,October,2023,404.352,398.17,6.182,Individual
8/25/2025,CUST0460,Canada,AMD Ryzen 7 5800X,CPU,5,312.57,211.96,0.15,527,August,2025,1328.4225,1059.8,268.6225,Individual
2/6/2025,CUST0081,Canada,Seagate Barracuda 4TB HDD,Storage,6,90.84,66.96,0.1,528,February,2025,490.536,401.76,88.776,Reseller
8/17/2025,CUST0004,USA,G.Skill Trident Z 32GB DDR5,RAM,8,235.35,210.65,0.1,529,August,2025,1694.52,1685.2,9.32,Individual
8/24/2024,CUST0421,Australia,Razer Huntsman Elite,Keyboard,5,191.65,141.22,0.05,530,August,2024,910.3375,706.1,204.2375,Individual
1/9/2025,CUST0115,Australia,NVIDIA RTX 4070 Ti,GPU,2,775.8,529.45,0,531,January,2025,1551.6,1058.9,492.7,Business
4/18/2025,CUST0411,Brazil,ASUS TUF Gaming 32 Monitor,Monitor,6,410.13,269.05,0.15,532,April,2025,2091.663,1614.3,477.363,Business
3/15/2025,CUST0492,UK,Logitech G915 Keyboard,Keyboard,9,277.09,192.49,0,533,March,2025,2493.81,1732.41,761.4,Individual
5/5/2024,CUST0445,USA,HyperX Cloud II,Headset,8,89.54,52.89,0.05,534,May,2024,680.504,423.12,257.384,Business
7/23/2024,CUST0237,Canada,Razer Huntsman Elite,Keyboard,5,235.74,194.98,0.05,535,July,2024,1119.765,974.9,144.865,Individual
1/4/2025,CUST0493,France,HyperX Cloud II,Headset,1,100.53,52.54,0.2,536,January,2025,80.424,52.54,27.884,Business
12/18/2023,CUST0450,France,AMD Radeon RX 7900 XT,GPU,4,758.34,507.06,0,537,December,2023,3033.36,2028.24,1005.12,Reseller
6/20/2025,CUST0202,UK,NVIDIA RTX 4080,GPU,5,1181.07,769.68,0.05,538,June,2025,5610.0825,3848.4,1761.6825,Business
6/8/2025,CUST0143,Germany,ASUS TUF Gaming 32 Monitor,Monitor,9,385.18,194.54,0,539,June,2025,3466.62,1750.86,1715.76,Reseller
3/17/2025,CUST0011,Germany,AMD Radeon RX 7900 XT,GPU,5,772.45,537.79,0,540,March,2025,3862.25,2688.95,1173.3,Individual
10/5/2024,CUST0436,Australia,HyperX Cloud II,Headset,5,103.16,53.08,0.05,541,October,2024,490.01,265.4,224.61,Reseller
4/1/2024,CUST0112,USA,Razer Huntsman Elite,Keyboard,4,181.72,127.61,0.1,542,April,2024,654.192,510.44,143.752,Reseller
6/9/2025,CUST0386,France,G.Skill Trident Z 32GB DDR5,RAM,3,202.92,163.41,0,543,June,2025,608.76,490.23,118.53,Individual
6/26/2025,CUST0019,UK,ASUS TUF Gaming 32 Monitor,Monitor,4,378.82,279.32,0.05,544,June,2025,1439.516,1117.28,322.236,Reseller
12/29/2023,CUST0160,Germany,NVIDIA RTX 4080,GPU,6,1255.41,1080.6,0,545,December,2023,7532.46,6483.6,1048.86,Reseller
3/4/2024,CUST0049,France,Razer Huntsman Elite,Keyboard,8,190.17,134.61,0.1,546,March,2024,1369.224,1076.88,292.344,Individual
8/27/2024,CUST0159,Germany,EVGA SuperNOVA 750 G6 PSU,Power Supply,9,97.87,78.38,0.05,547,August,2024,836.7885,705.42,131.3685,Business
9/5/2024,CUST0485,France,NVIDIA RTX 4070 Ti,GPU,1,650.27,377.88,0.05,548,September,2024,617.7565,377.88,239.8765,Business
10/31/2024,CUST0058,France,Razer DeathAdder V2,Mouse,2,65.91,48.15,0.05,549,October,2024,125.229,96.3,28.929,Reseller
12/16/2024,CUST0171,USA,EVGA SuperNOVA 750 G6 PSU,Power Supply,9,114.94,85.93,0.2,550,December,2024,827.568,773.37,54.198,Reseller
9/29/2024,CUST0406,USA,MSI B550 Tomahawk,Motherboard,1,162.34,97.62,0.2,551,September,2024,129.872,97.62,32.252,Reseller
9/14/2024,CUST0193,Brazil,Intel Core i9-13900K,CPU,1,599,521.76,0.15,552,September,2024,509.15,521.76,-12.61,Reseller
5/5/2025,CUST0402,Brazil,Corsair RM850x PSU,Power Supply,1,129.15,96.22,0.2,553,May,2025,103.32,96.22,7.1,Business
4/3/2024,CUST0207,Canada,ASUS TUF Gaming 32 Monitor,Monitor,6,287.98,201.52,0.2,554,April,2024,1382.304,1209.12,173.184,Reseller
1/17/2025,CUST0336,USA,EVGA SuperNOVA 750 G6 PSU,Power Supply,2,117.19,81.98,0.15,555,January,2025,199.223,163.96,35.263,Business
11/19/2024,CUST0136,USA,Intel Core i9-13900K,CPU,6,490.57,288.55,0,556,November,2024,2943.42,1731.3,1212.12,Business
4/19/2024,CUST0416,Brazil,Logitech G915 Keyboard,Keyboard,4,220.05,188.43,0.05,557,April,2024,836.19,753.72,82.47,Reseller
8/9/2025,CUST0138,India,Corsair RM850x PSU,Power Supply,5,146.08,111.55,0.05,558,August,2025,693.88,557.75,136.13,Individual
10/7/2024,CUST0361,Brazil,NVIDIA RTX 4070 Ti,GPU,3,722.38,397.86,0.2,559,October,2024,1733.712,1193.58,540.132,Business
4/3/2024,CUST0162,UK,SteelSeries Arctis 7,Headset,2,164.54,110.37,0,560,April,2024,329.08,220.74,108.34,Reseller
5/14/2024,CUST0248,Canada,EVGA SuperNOVA 750 G6 PSU,Power Supply,8,111.21,65.46,0,561,May,2024,889.68,523.68,366,Individual
8/12/2024,CUST0402,Brazil,EVGA SuperNOVA 750 G6 PSU,Power Supply,9,89.87,74.79,0,562,August,2024,808.83,673.11,135.72,Business
9/25/2024,CUST0303,USA,Intel Core i9-13900K,CPU,8,672.79,423.39,0.05,563,September,2024,5113.204,3387.12,1726.084,Reseller
5/16/2025,CUST0470,India,Intel Core i9-13900K,CPU,2,632.48,383,0.05,564,May,2025,1201.712,766,435.712,Reseller
12/8/2024,CUST0444,UK,Samsung 970 EVO 1TB SSD,Storage,2,106.73,57.87,0.2,565,December,2024,170.768,115.74,55.028,Individual
11/10/2023,CUST0049,France,Intel Core i9-13900K,CPU,4,601.36,454.5,0.2,566,November,2023,1924.352,1818,106.352,Individual
2/7/2024,CUST0241,Germany,Razer DeathAdder V2,Mouse,1,48.21,27.22,0.1,567,February,2024,43.389,27.22,16.169,Individual
7/2/2024,CUST0135,India,Razer Huntsman Elite,Keyboard,3,180.53,143.56,0.1,568,July,2024,487.431,430.68,56.751,Reseller
6/7/2024,CUST0068,Australia,NVIDIA RTX 4080,GPU,5,1274.78,971.65,0.1,569,June,2024,5736.51,4858.25,878.26,Reseller
7/6/2024,CUST0165,Australia,ASUS TUF Gaming 32 Monitor,Monitor,4,292.9,180.02,0.1,570,July,2024,1054.44,720.08,334.36,Individual
2/22/2024,CUST0090,Germany,ASUS ROG Strix Z690-F,Motherboard,2,363.92,280.15,0.15,571,February,2024,618.664,560.3,58.364,Business
1/23/2025,CUST0192,Australia,Seagate Barracuda 4TB HDD,Storage,9,107.53,72.4,0.15,572,January,2025,822.6045,651.6,171.0045,Reseller
4/30/2025,CUST0250,Canada,NVIDIA RTX 4070 Ti,GPU,9,949.31,588.47,0.15,573,April,2025,7262.2215,5296.23,1965.9915,Business
12/1/2024,CUST0233,Brazil,Corsair RM850x PSU,Power Supply,6,110.81,85.43,0.1,574,December,2024,598.374,512.58,85.794,Reseller
7/23/2025,CUST0316,Brazil,Razer DeathAdder V2,Mouse,4,62.37,51.09,0.2,575,July,2025,199.584,204.36,-4.776,Reseller
5/24/2025,CUST0050,Canada,G.Skill Trident Z 32GB DDR5,RAM,6,175.62,101.63,0.1,576,May,2025,948.348,609.78,338.568,Business
10/28/2023,CUST0022,UK,G.Skill Trident Z 32GB DDR5,RAM,9,187.04,164.17,0.2,577,October,2023,1346.688,1477.53,-130.842,Business
9/18/2024,CUST0411,Brazil,ASUS TUF Gaming 32 Monitor,Monitor,2,359.99,295.84,0.15,578,September,2024,611.983,591.68,20.303,Business
8/6/2025,CUST0355,Australia,ASUS TUF Gaming 32 Monitor,Monitor,4,356.34,320.58,0,579,August,2025,1425.36,1282.32,143.04,Reseller
7/17/2025,CUST0266,Australia,Samsung 970 EVO 1TB SSD,Storage,1,88.56,70.15,0.05,580,July,2025,84.132,70.15,13.982,Individual
6/6/2025,CUST0123,India,AMD Ryzen 7 5800X,CPU,3,284.84,226.12,0.15,581,June,2025,726.342,678.36,47.982,Business
11/8/2024,CUST0118,USA,HyperX Cloud II,Headset,3,91.9,78.14,0.15,582,November,2024,234.345,234.42,-0.075,Business
1/5/2025,CUST0104,Canada,AMD Ryzen 7 5800X,CPU,7,294.37,210.89,0.15,583,January,2025,1751.5015,1476.23,275.2715,Reseller
6/30/2025,CUST0087,Australia,Dell Ultrasharp 27 Monitor,Monitor,9,479.65,258.14,0.15,584,June,2025,3669.3225,2323.26,1346.0625,Business
4/3/2025,CUST0485,France,NVIDIA RTX 4080,GPU,2,1394.25,1124.97,0,585,April,2025,2788.5,2249.94,538.56,Business
12/29/2024,CUST0152,France,Logitech G915 Keyboard,Keyboard,9,293.01,167.72,0.05,586,December,2024,2505.2355,1509.48,995.7555,Business
12/5/2024,CUST0072,France,NVIDIA RTX 4080,GPU,3,1081.56,845.5,0.2,587,December,2024,2595.744,2536.5,59.244,Business
7/27/2025,CUST0177,Brazil,SteelSeries Arctis 7,Headset,7,124.65,85.99,0.05,588,July,2025,828.9225,601.93,226.9925,Individual
4/3/2024,CUST0476,USA,EVGA SuperNOVA 750 G6 PSU,Power Supply,4,106.13,54.07,0.05,589,April,2024,403.294,216.28,187.014,Business
4/6/2024,CUST0357,Australia,HyperX Cloud II,Headset,7,99.86,61.72,0.05,590,April,2024,664.069,432.04,232.029,Reseller
2/13/2025,CUST0340,India,ASUS TUF Gaming 32 Monitor,Monitor,8,338.6,296.1,0.05,591,February,2025,2573.36,2368.8,204.56,Reseller
10/30/2023,CUST0382,UK,G.Skill Trident Z 32GB DDR5,RAM,8,214.45,161.72,0.15,592,October,2023,1458.26,1293.76,164.5,Reseller
5/4/2025,CUST0103,Germany,Logitech G915 Keyboard,Keyboard,2,294.97,209.59,0,593,May,2025,589.94,419.18,170.76,Reseller
6/26/2024,CUST0185,India,Logitech G Pro Superlight,Mouse,6,157.29,90.46,0.15,594,June,2024,802.179,542.76,259.419,Individual
9/22/2024,CUST0278,India,EVGA SuperNOVA 750 G6 PSU,Power Supply,5,90.68,76.08,0,595,September,2024,453.4,380.4,73,Reseller
1/30/2024,CUST0081,Canada,ASUS TUF Gaming 32 Monitor,Monitor,3,364.07,201.21,0.15,596,January,2024,928.3785,603.63,324.7485,Reseller
10/25/2023,CUST0432,Brazil,HyperX Cloud II,Headset,9,117.29,84.89,0.15,597,October,2023,897.2685,764.01,133.2585,Business
5/31/2024,CUST0237,Canada,Dell Ultrasharp 27 Monitor,Monitor,6,466.23,381.83,0,598,May,2024,2797.38,2290.98,506.4,Individual
12/20/2023,CUST0494,Australia,Corsair RM850x PSU,Power Supply,3,130.56,86.66,0,599,December,2023,391.68,259.98,131.7,Business
7/6/2024,CUST0348,USA,Logitech G Pro Superlight,Mouse,2,163.7,101.59,0.05,600,July,2024,311.03,203.18,107.85,Reseller
12/14/2024,CUST0326,Canada,Samsung 970 EVO 1TB SSD,Storage,4,91.65,53.9,0.15,601,December,2024,311.61,215.6,96.01,Individual
11/30/2024,CUST0345,Brazil,AMD Radeon RX 7900 XT,GPU,3,780.89,650.45,0.05,602,November,2024,2225.5365,1951.35,274.1865,Reseller
8/12/2024,CUST0011,Germany,AMD Radeon RX 7900 XT,GPU,3,934.95,729.76,0.05,603,August,2024,2664.6075,2189.28,475.3275,Individual
9/6/2024,CUST0238,Canada,EVGA SuperNOVA 750 G6 PSU,Power Supply,1,100.26,65.91,0.15,604,September,2024,85.221,65.91,19.311,Business
9/27/2023,CUST0310,Australia,AMD Radeon RX 7900 XT,GPU,6,767.32,561.79,0,605,September,2023,4603.92,3370.74,1233.18,Reseller
4/13/2024,CUST0459,USA,Logitech G915 Keyboard,Keyboard,2,283.53,209.07,0.15,606,April,2024,482.001,418.14,63.861,Individual
1/26/2025,CUST0396,France,MSI B550 Tomahawk,Motherboard,2,157.17,124.26,0.2,607,January,2025,251.472,248.52,2.952,Reseller
11/1/2023,CUST0359,USA,Logitech G Pro Superlight,Mouse,7,134.43,86.4,0.05,608,November,2023,893.9595,604.8,289.1595,Individual
1/5/2025,CUST0319,Germany,ASUS TUF Gaming 32 Monitor,Monitor,4,400.74,205.23,0,609,January,2025,1602.96,820.92,782.04,Reseller
6/16/2024,CUST0104,Canada,SteelSeries Arctis 7,Headset,1,141.26,111.47,0.05,610,June,2024,134.197,111.47,22.727,Reseller
6/19/2025,CUST0103,Germany,AMD Ryzen 7 5800X,CPU,3,324.21,250.08,0,611,June,2025,972.63,750.24,222.39,Reseller
4/30/2024,CUST0387,India,HyperX Cloud II,Headset,8,81.82,45.57,0.2,612,April,2024,523.648,364.56,159.088,Reseller
7/18/2025,CUST0016,UK,AMD Ryzen 7 5800X,CPU,9,327.98,185.73,0,613,July,2025,2951.82,1671.57,1280.25,Individual
3/28/2024,CUST0068,Australia,Intel Core i9-13900K,CPU,1,536.27,375.65,0.05,614,March,2024,509.4565,375.65,133.8065,Reseller
3/21/2025,CUST0213,Germany,ASUS ROG Strix Z690-F,Motherboard,6,456.97,309.05,0.2,615,March,2025,2193.456,1854.3,339.156,Individual
9/26/2023,CUST0178,Canada,MSI B550 Tomahawk,Motherboard,10,212.73,177.67,0.15,616,September,2023,1808.205,1776.7,31.505,Business
8/16/2024,CUST0396,France,MSI B550 Tomahawk,Motherboard,6,166.31,93.9,0.15,617,August,2024,848.181,563.4,284.781,Reseller
5/19/2025,CUST0069,India,Logitech G915 Keyboard,Keyboard,3,236.25,193.67,0.15,618,May,2025,602.4375,581.01,21.4275,Individual
2/22/2024,CUST0212,India,Dell Ultrasharp 27 Monitor,Monitor,4,477.5,310.32,0.2,619,February,2024,1528,1241.28,286.72,Reseller
4/30/2025,CUST0328,Canada,Samsung 970 EVO 1TB SSD,Storage,6,81.41,48.54,0.05,620,April,2025,464.037,291.24,172.797,Reseller
10/5/2023,CUST0343,Australia,G.Skill Trident Z 32GB DDR5,RAM,4,163.97,106.01,0.2,621,October,2023,524.704,424.04,100.664,Individual
11/28/2023,CUST0435,Canada,HyperX Cloud II,Headset,8,92.83,54.95,0.1,622,November,2023,668.376,439.6,228.776,Business
1/5/2025,CUST0003,France,NVIDIA RTX 4080,GPU,8,1199.21,624.46,0.2,623,January,2025,7674.944,4995.68,2679.264,Reseller
7/1/2024,CUST0310,Australia,HyperX Cloud II,Headset,4,106.33,76.2,0,624,July,2024,425.32,304.8,120.52,Reseller
11/7/2023,CUST0474,Australia,NVIDIA RTX 4080,GPU,10,1375.96,1221.65,0.15,625,November,2023,11695.66,12216.5,-520.84,Reseller
7/28/2024,CUST0284,Germany,G.Skill Trident Z 32GB DDR5,RAM,6,162.94,130.25,0.1,626,July,2024,879.876,781.5,98.376,Individual
10/12/2024,CUST0481,India,Logitech G915 Keyboard,Keyboard,8,299.13,183.68,0.05,627,October,2024,2273.388,1469.44,803.948,Reseller
9/12/2023,CUST0056,Australia,Intel Core i9-13900K,CPU,2,484.31,408.83,0.2,628,September,2023,774.896,817.66,-42.764,Business
4/4/2025,CUST0303,USA,MSI B550 Tomahawk,Motherboard,9,168.6,147.09,0.1,629,April,2025,1365.66,1323.81,41.85,Reseller
9/21/2024,CUST0403,Germany,NVIDIA RTX 4070 Ti,GPU,1,677.72,350.97,0.05,630,September,2024,643.834,350.97,292.864,Reseller
10/5/2024,CUST0053,Canada,Dell Ultrasharp 27 Monitor,Monitor,10,496.91,399.74,0.05,631,October,2024,4720.645,3997.4,723.245,Business
12/9/2023,CUST0361,Brazil,Corsair Vengeance 16GB DDR4,RAM,4,87.43,75.2,0.2,632,December,2023,279.776,300.8,-21.024,Business
10/24/2024,CUST0498,France,NVIDIA RTX 4070 Ti,GPU,9,681.81,462.1,0.15,633,October,2024,5215.8465,4158.9,1056.9465,Individual
2/1/2024,CUST0415,Canada,EVGA SuperNOVA 750 G6 PSU,Power Supply,1,125.41,105.14,0,634,February,2024,125.41,105.14,20.27,Business
9/9/2023,CUST0161,Australia,AMD Ryzen 7 5800X,CPU,5,419.19,362.48,0.15,635,September,2023,1781.5575,1812.4,-30.8425,Individual
5/8/2024,CUST0075,France,NVIDIA RTX 4070 Ti,GPU,8,792.24,427,0,636,May,2024,6337.92,3416,2921.92,Individual
10/21/2024,CUST0077,Canada,Dell Ultrasharp 27 Monitor,Monitor,9,514.91,353.97,0.05,637,October,2024,4402.4805,3185.73,1216.7505,Reseller
3/24/2025,CUST0377,UK,EVGA SuperNOVA 750 G6 PSU,Power Supply,6,131.17,115.38,0,638,March,2025,787.02,692.28,94.74,Reseller
12/9/2024,CUST0342,Australia,Intel Core i9-13900K,CPU,5,612.28,496.44,0.15,639,December,2024,2602.19,2482.2,119.99,Individual
2/22/2025,CUST0310,Australia,NVIDIA RTX 4080,GPU,6,1134.42,746.97,0.2,640,February,2025,5445.216,4481.82,963.396,Reseller
8/17/2024,CUST0390,Germany,Seagate Barracuda 4TB HDD,Storage,6,83.51,47.01,0.2,641,August,2024,400.848,282.06,118.788,Individual
7/9/2024,CUST0421,Australia,Intel Core i9-13900K,CPU,9,551.78,436.62,0,642,July,2024,4966.02,3929.58,1036.44,Individual
8/28/2023,CUST0100,Canada,Razer Huntsman Elite,Keyboard,2,163.31,96.42,0.1,643,August,2023,293.958,192.84,101.118,Business
4/15/2025,CUST0007,India,Razer Huntsman Elite,Keyboard,8,206.29,184.34,0.1,644,April,2025,1485.288,1474.72,10.568,Reseller
1/14/2024,CUST0022,UK,EVGA SuperNOVA 750 G6 PSU,Power Supply,7,91.78,73.46,0.2,645,January,2024,513.968,514.22,-0.252,Business
7/10/2025,CUST0055,USA,Corsair RM850x PSU,Power Supply,3,116.61,64.49,0.1,646,July,2025,314.847,193.47,121.377,Individual
3/25/2025,CUST0285,France,Razer Huntsman Elite,Keyboard,3,207.13,123.88,0.05,647,March,2025,590.3205,371.64,218.6805,Individual
5/31/2024,CUST0079,Brazil,Seagate Barracuda 4TB HDD,Storage,7,108.73,96.69,0.1,648,May,2024,684.999,676.83,8.169,Business
11/28/2024,CUST0398,India,AMD Ryzen 7 5800X,CPU,3,336.9,205.21,0,649,November,2024,1010.7,615.63,395.07,Individual
11/24/2024,CUST0445,USA,MSI B550 Tomahawk,Motherboard,5,160.58,87.86,0.15,650,November,2024,682.465,439.3,243.165,Business
12/7/2024,CUST0199,UK,SteelSeries Arctis 7,Headset,8,145.33,119.92,0.1,651,December,2024,1046.376,959.36,87.016,Reseller
3/15/2024,CUST0247,India,EVGA SuperNOVA 750 G6 PSU,Power Supply,7,126.81,71.68,0,652,March,2024,887.67,501.76,385.91,Reseller
10/16/2023,CUST0241,Germany,Razer DeathAdder V2,Mouse,4,62.12,54.96,0.1,653,October,2023,223.632,219.84,3.792,Individual
12/19/2023,CUST0470,India,AMD Radeon RX 7900 XT,GPU,9,901.48,660.42,0.1,654,December,2023,7301.988,5943.78,1358.208,Reseller
12/27/2024,CUST0026,India,WD Black SN850 2TB SSD,Storage,4,205.21,165.99,0.2,655,December,2024,656.672,663.96,-7.288,Business
7/31/2024,CUST0248,Canada,Logitech G915 Keyboard,Keyboard,7,217.25,159.67,0.2,656,July,2024,1216.6,1117.69,98.91,Individual
1/31/2025,CUST0242,India,Razer Huntsman Elite,Keyboard,3,209.17,176.29,0.1,657,January,2025,564.759,528.87,35.889,Individual
6/8/2025,CUST0092,Australia,HyperX Cloud II,Headset,9,116.26,99.32,0.1,658,June,2025,941.706,893.88,47.826,Business
5/27/2025,CUST0310,Australia,WD Black SN850 2TB SSD,Storage,3,172.34,111.08,0.05,659,May,2025,491.169,333.24,157.929,Reseller
5/14/2024,CUST0185,India,Logitech G Pro Superlight,Mouse,7,155.49,111.92,0.1,660,May,2024,979.587,783.44,196.147,Individual
10/7/2023,CUST0265,India,MSI B550 Tomahawk,Motherboard,9,155.46,109.36,0.1,661,October,2023,1259.226,984.24,274.986,Reseller
5/14/2024,CUST0221,USA,WD Black SN850 2TB SSD,Storage,7,231.11,162.58,0.1,662,May,2024,1455.993,1138.06,317.933,Business
5/15/2024,CUST0222,Brazil,NVIDIA RTX 4070 Ti,GPU,7,860.87,466.68,0.1,663,May,2024,5423.481,3266.76,2156.721,Reseller
4/21/2024,CUST0330,Canada,Razer DeathAdder V2,Mouse,9,66.1,41.93,0.05,664,April,2024,565.155,377.37,187.785,Individual
4/18/2025,CUST0388,India,AMD Radeon RX 7900 XT,GPU,1,932.58,701.98,0.15,665,April,2025,792.693,701.98,90.713,Individual
4/29/2025,CUST0447,Australia,EVGA SuperNOVA 750 G6 PSU,Power Supply,8,110.27,55.53,0.1,666,April,2025,793.944,444.24,349.704,Reseller
8/16/2025,CUST0402,Brazil,AMD Ryzen 7 5800X,CPU,2,395.73,342.82,0.15,667,August,2025,672.741,685.64,-12.899,Business
9/29/2024,CUST0480,Australia,ASUS ROG Strix Z690-F,Motherboard,1,415.95,354.7,0.15,668,September,2024,353.5575,354.7,-1.1425,Business
11/14/2023,CUST0288,USA,Intel Core i9-13900K,CPU,1,679.59,502.82,0.2,669,November,2023,543.672,502.82,40.852,Business
10/19/2024,CUST0341,Canada,Dell Ultrasharp 27 Monitor,Monitor,7,471.86,332.67,0.05,670,October,2024,3137.869,2328.69,809.179,Individual
7/28/2024,CUST0114,Germany,AMD Radeon RX 7900 XT,GPU,4,1008.79,532.97,0.1,671,July,2024,3631.644,2131.88,1499.764,Business
11/23/2023,CUST0087,Australia,WD Black SN850 2TB SSD,Storage,9,188.93,166.93,0,672,November,2023,1700.37,1502.37,198,Business
12/7/2024,CUST0338,Germany,Intel Core i9-13900K,CPU,3,678.1,350.86,0,673,December,2024,2034.3,1052.58,981.72,Business
4/19/2025,CUST0494,Australia,Corsair RM850x PSU,Power Supply,5,138.77,79.12,0.15,674,April,2025,589.7725,395.6,194.1725,Business
1/13/2025,CUST0090,Germany,AMD Radeon RX 7900 XT,GPU,8,897.73,610.41,0.05,675,January,2025,6822.748,4883.28,1939.468,Business
1/9/2025,CUST0019,UK,NVIDIA RTX 4070 Ti,GPU,4,772.38,523.88,0.1,676,January,2025,2780.568,2095.52,685.048,Reseller
3/25/2025,CUST0098,Canada,Logitech G915 Keyboard,Keyboard,4,248.81,125.01,0.05,677,March,2025,945.478,500.04,445.438,Business
8/11/2024,CUST0125,Brazil,MSI B550 Tomahawk,Motherboard,2,205.46,179.31,0,678,August,2024,410.92,358.62,52.3,Individual
4/21/2024,CUST0176,Canada,Logitech G Pro Superlight,Mouse,8,149.19,101.59,0.2,679,April,2024,954.816,812.72,142.096,Reseller
4/19/2025,CUST0050,Canada,NVIDIA RTX 4080,GPU,8,1236.25,792.02,0.05,680,April,2025,9395.5,6336.16,3059.34,Business
12/11/2023,CUST0036,UK,Razer Huntsman Elite,Keyboard,6,194.07,142.35,0.2,681,December,2023,931.536,854.1,77.436,Individual
12/1/2024,CUST0199,UK,Corsair RM850x PSU,Power Supply,8,123.9,74.4,0.2,682,December,2024,792.96,595.2,197.76,Reseller
11/4/2023,CUST0441,Canada,MSI B550 Tomahawk,Motherboard,6,233.1,158.22,0.05,683,November,2023,1328.67,949.32,379.35,Individual
11/22/2024,CUST0379,Germany,AMD Radeon RX 7900 XT,GPU,1,1060.38,546.78,0.2,684,November,2024,848.304,546.78,301.524,Individual
1/26/2024,CUST0336,USA,ASUS TUF Gaming 32 Monitor,Monitor,6,287.7,221.65,0.15,685,January,2024,1467.27,1329.9,137.37,Business
3/29/2025,CUST0377,UK,Dell Ultrasharp 27 Monitor,Monitor,7,451.62,391.82,0.2,686,March,2025,2529.072,2742.74,-213.668,Reseller
7/19/2025,CUST0092,Australia,EVGA SuperNOVA 750 G6 PSU,Power Supply,6,109.83,86.55,0.05,687,July,2025,626.031,519.3,106.731,Business
11/26/2023,CUST0007,India,G.Skill Trident Z 32GB DDR5,RAM,8,222.17,191.48,0.15,688,November,2023,1510.756,1531.84,-21.084,Reseller
3/4/2025,CUST0081,Canada,G.Skill Trident Z 32GB DDR5,RAM,8,222.77,153.04,0.2,689,March,2025,1425.728,1224.32,201.408,Reseller
11/2/2024,CUST0434,France,AMD Ryzen 7 5800X,CPU,3,282.07,161.14,0.05,690,November,2024,803.8995,483.42,320.4795,Reseller
11/22/2023,CUST0449,Canada,Corsair RM850x PSU,Power Supply,8,104.09,81.55,0.2,691,November,2023,666.176,652.4,13.776,Individual
7/10/2024,CUST0284,Germany,Logitech G Pro Superlight,Mouse,1,165.66,104.82,0,692,July,2024,165.66,104.82,60.84,Individual
2/11/2025,CUST0473,Brazil,HyperX Cloud II,Headset,9,90.12,76.11,0.1,693,February,2025,729.972,684.99,44.982,Reseller
